sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent;Utility;Disc. Util.;Perceived. Util.;User Bother;User Util.;Profile
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgreeableAgent2018@12];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,003;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[ATeamAgent@13];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Group2@14];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[ConDAgent@15];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Exp_Rubick@16];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[FullAgent@17];[0.9999990551242605];[0.9999990551242605];[0.0];[0.0];[0.9999990551242605];[Jobs_util8.xml]
;1;Session genius.core.session.Session@6fb6c2b9 failed: failed to construct agent : Execution failed of init<GroupY@18,Participant[Party18,PartyRepositoryItem[GroupY,agents.anac.y2018.groupy.GroupY,ANAC2018, is mediator=false],etc/templates/Jobs/Jobs_util8.xml]>:java.lang.IllegalStateException: need standard persistent data: need standard persistent data:[agents.anac.y2018.groupy.GroupY];60rounds;No;;0;;;;;;[GroupY];[0.0];[0.0];;;;[Jobs_util8]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[IQSun2018@19];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;0,97294;0,97294;0,02706;0,02706;0,97294;[Lancelot@20];[0.9729429243785584];[0.9729429243785584];[0.9729429243785584];[0.0];[0.9729429243785584];[Jobs_util8.xml]
;1;Session genius.core.session.Session@70dee4a8 failed: failed to construct agent : Execution failed of init<Libra@21,Participant[Party21,PartyRepositoryItem[Libra,agents.anac.y2018.libra.Libra,ANAC2018, is mediator=false],etc/templates/Jobs/Jobs_util8.xml]>:java.lang.IllegalStateException: need standard persistent data: need standard persistent data:[agents.anac.y2018.libra.Libra];60rounds;No;;0;;;;;;[Libra];[0.0];[0.0];;;;[Jobs_util8]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Agent36@22];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,003;2;;60rounds;Yes;No;1;0,97294;0,97294;0,02706;0,02706;0,97294;[PonPokoRampage@23];[0.9729429243785584];[0.9729429243785584];[0.9729429243785584];[0.0];[0.9729429243785584];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Seto@24];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Shiboy@25];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[SMAC_Agent@26];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
;1;Session genius.core.session.Session@699455b failed: failed to construct agent : Execution failed of init<Sontag@27,Participant[Party27,PartyRepositoryItem[Sontag,agents.anac.y2018.sontag.Sontag,ANAC2018, is mediator=false],etc/templates/Jobs/Jobs_util8.xml]>:java.lang.IllegalStateException: need standard persistent data: need standard persistent data:[agents.anac.y2018.sontag.Sontag];60rounds;No;;0;;;;;;[Sontag];[0.0];[0.0];;;;[Jobs_util8]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Yeela@28];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgentF@29];[0.9999990551242605];[0.9999990551242605];[0.9999990551242605];[0.0];[0.9999990551242605];[Jobs_util8.xml]
;1;Session genius.core.session.Session@25e8eea failed: failed to construct agent : Execution failed of init<CaduceusDC16@30,Participant[Party30,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/Jobs/Jobs_util8.xml]>:java.lang.NullPointerException: null:[agents.anac.y2017.caduceusdc16.CaduceusDC16];60rounds;No;;0;;;;;;[CaduceusDC16];[0.0];[0.0];;;;[Jobs_util8]
;1;Session genius.core.session.Session@6359d269 failed: failed to construct agent : Execution failed of init<ShahAgent@31,Participant[Party31,PartyRepositoryItem[ShahAgent,agents.anac.y2017.parsagent3.ShahAgent,ANAC2017, is mediator=false],etc/templates/Jobs/Jobs_util8.xml]>:java.lang.IllegalStateException: need standard persistent data: need standard persistent data:[agents.anac.y2017.parsagent3.ShahAgent];60rounds;No;;0;;;;;;[ShahAgent];[0.0];[0.0];;;;[Jobs_util8]
;1;Session genius.core.session.Session@56ab2a29 failed: failed to construct agent : Execution failed of init<Mamenchis@32,Participant[Party32,PartyRepositoryItem[Mamenchis,agents.anac.y2017.mamenchis.Mamenchis,ANAC2017, is mediator=false],etc/templates/Jobs/Jobs_util8.xml]>:java.lang.IllegalStateException: need standard persistent data: need standard persistent data:[agents.anac.y2017.mamenchis.Mamenchis];60rounds;No;;0;;;;;;[Mamenchis];[0.0];[0.0];;;;[Jobs_util8]
0,005;2;;60rounds;Yes;No;1;0,97294;0,97294;0,02706;0,02706;0,97294;[PonPokoAgent@33];[0.9729424519406886];[0.9729424519406886];[0.9729424519406886];[0.0];[0.9729424519406886];[Jobs_util8.xml]
;1;Session genius.core.session.Session@2b3d2f07 failed: failed to construct agent : Execution failed of init<AgentKN@34,Participant[Party34,PartyRepositoryItem[AgentKN,agents.anac.y2017.agentkn.AgentKN,ANAC2017 accept Nth offer, is mediator=false],etc/templates/Jobs/Jobs_util8.xml]>:java.lang.IllegalStateException: need standard persistent data: need standard persistent data:[agents.anac.y2017.agentkn.AgentKN];60rounds;No;;0;;;;;;[AgentKN];[0.0];[0.0];;;;[Jobs_util8]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Rubick@35];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[SimpleAgent@36];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgentHP2_main@37];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgentLight@38];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Atlas32016@39];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Caduceus@40];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,016;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[ClockworkAgent@41];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Farma@42];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,002;2;;60rounds;Yes;No;1;0,97294;0,97294;0,02706;0,02706;0,97294;[GrandmaAgent@43];[0.9729429243785584];[0.9729429243785584];[0.9729429243785584];[0.0];[0.9729429243785584];[Jobs_util8.xml]
0,003;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[MaxOops@44];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[MyAgent@45];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Ngent@46];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
4,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[ParsAgent2@47];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[ParsCat@48];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[SYAgent@49];[0.9999990551242605];[0.9999990551242605];[0.9999990551242605];[0.0];[0.9999990551242605];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Terra@50];[0.9999990551242605];[0.9999990551242605];[0.9999990551242605];[0.0];[0.9999990551242605];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;0,75144;0,75144;0,24856;0,24856;0,75144;[YXAgent@51];[0.7514396291108616];[0.7514396291108616];[0.7514396291108616];[0.0];[0.7514396291108616];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;0,38507;0,38507;0,61493;0,61493;0,38507;[AgentSmith2016@52];[0.38507342461240185];[0.38507342461240185];[0.38507342461240185];[0.0];[0.38507342461240185];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[PhoenixParty@53];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[CUHKAgent2015@54];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[ParsAgent@55];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AresParty@56];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Mercury@57];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Atlas3@58];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;0,61289;0,61289;0,38711;0,38711;0,61289;[AgentH@59];[0.6128880432581751];[0.6128880432581751];[0.6128880432581751];[0.0];[0.6128880432581751];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[SENGOKU@60];[0.9999990551242605];[0.9999990551242605];[0.9999990551242605];[0.0];[0.9999990551242605];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgentW@61];[0.9999990551242605];[0.9999990551242605];[0.9999990551242605];[0.0];[0.9999990551242605];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;0,79912;0,79912;0,20088;0,20088;0,79912;[AgentX@62];[0.7991215422723218];[0.7991215422723218];[0.7991215422723218];[0.0];[0.7991215422723218];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[DrageKnight@63];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[kawaii@64];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgentBuyogMain@65];[0.9999990551242605];[0.9999990551242605];[0.9999990551242605];[0.0];[0.9999990551242605];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[XianFaAgent@66];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Groupn@67];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgentHP@68];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Group2@69];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;0,86960;0,86960;0,13040;0,13040;0,86960;[PokerFace@70];[0.8696030297492833];[0.8696030297492833];[0.8696030297492833];[0.0];[0.8696030297492833];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[TUDMixedStrategyAgent@71];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[MeanBot@72];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,002;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[PNegotiator@73];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,013;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[RandomDance@74];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[JonnyBlack@75];[1.0];[1.0];[1.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[UtilityBasedAcceptor@76];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgentFSEGA@77];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Agent_K@78];[0.9999995275621303];[0.9999995275621303];[0.0];[0.0];[0.9999995275621303];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[IAMhaggler@79];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;0,90042;0,90042;0,09958;0,09958;0,90042;[IAMcrazyHaggler@80];[0.9004214874585645];[0.9004214874585645];[0.0];[0.0];[0.9004214874585645];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgentSmith@81];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Nozomi@82];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Yushu@83];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[TheNegotiator@84];[0.9999990551242605];[0.9999990551242605];[0.0];[0.0];[0.9999990551242605];[Jobs_util8.xml]
0,003;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[ValueModelAgent@85];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Gahboninho@86];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[BRAMAgent@87];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[KLH@88];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[NiceTitForTat@89];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,002;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[IAMhaggler2011@90];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Agent_K2@91];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgentLG@92];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgentMR@93];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[TheNegotiatorReloaded@94];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[BRAMAgent2@95];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[CUHKAgent@96];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[IAMhaggler2012@97];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[MetaAgent@98];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[OMACagent@99];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[InoxAgent@100];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[TheFawkes@101];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,003;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgentKF@102];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgentI@103];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[MetaAgent2013@104];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,008;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[SlavaAgent@105];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[TMFAgent@106];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgentM@107];[0.9999995275621303];[0.9999995275621303];[0.0];[0.0];[0.9999995275621303];[Jobs_util8.xml]
0,004;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[AgentQuest@108];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,567;2;;60rounds;Yes;No;1;0,70221;0,70221;0,29779;0,29779;0,70221;[AgentTD@109];[0.7022143581623398];[0.7022143581623398];[0.0];[0.0];[0.7022143581623398];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;0,41844;0,41844;0,58156;0,58156;0,41844;[AgentTRP@110];[0.4184432409255294];[0.4184432409255294];[0.0];[0.0];[0.4184432409255294];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;0,48465;0,48465;0,51535;0,51535;0,48465;[WhaleAgent@111];[0.48465146471596765];[0.48465146471596765];[0.0];[0.0];[0.48465146471596765];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;0,92748;0,92748;0,07252;0,07252;0,92748;[AgentYK@112];[0.927479035517876];[0.927479035517876];[0.0];[0.0];[0.927479035517876];[Jobs_util8.xml]
;2;Session genius.core.session.Session@319f57b4 failed: Failed to execute protocol: Execution failed of ArisawaYaki@113:java.lang.NullPointerException: bid can not be null: bid can not be null:[agents.anac.y2014.ArisawaYaki.ArisawaYaki];60rounds;No;;0;;;;;;[ArisawaYaki];[0.0];[0.0];;;;[Jobs_util8]
0,001;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Aster@114];[0.9999995275621303];[0.9999995275621303];[0.0];[0.0];[0.9999995275621303];[Jobs_util8.xml]
;2;Session genius.core.session.Session@51729cf7 failed: Failed to execute protocol: Execution failed of Atlas@115:java.lang.NullPointerException: null:[agents.anac.y2014.Atlas.Atlas];60rounds;No;;0;;;;;;[Atlas];[0.0];[0.0];;;;[Jobs_util8]
0,002;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[BraveCat@116];[0.9999995275621303];[0.9999995275621303];[0.0];[0.0];[0.9999995275621303];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[DoNA@117];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
;2;Session genius.core.session.Session@5d9c86c2 failed: Failed to execute protocol: Execution failed of AnacSampleAgent@118:java.lang.NullPointerException: null:[agents.anac.y2014.E2Agent.AnacSampleAgent];60rounds;No;;0;;;;;;[AnacSampleAgent];[0.0];[0.0];;;;[Jobs_util8]
0,025;2;;60rounds;Yes;No;1;1,00000;1,00000;0,00000;0,00000;1,00000;[Flinch@119];[1.0];[1.0];[0.0];[0.0];[1.0];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;0,65408;0,65408;0,34592;0,34592;0,65408;[Gangster@120];[0.6540796133080737];[0.6540796133080737];[0.0];[0.0];[0.6540796133080737];[Jobs_util8.xml]
;2;Session genius.core.session.Session@646d96a9 failed: Failed to execute protocol: Execution failed of KGAgent@121:java.lang.ClassCastException: genius.core.issue.IssueDiscrete cannot be cast to genius.core.issue.IssueInteger: genius.core.issue.IssueDiscrete cannot be cast to genius.core.issue.IssueInteger:[agents.anac.y2014.KGAgent.KGAgent];60rounds;No;;0;;;;;;[KGAgent];[0.0];[0.0];;;;[Jobs_util8]
0,001;2;;60rounds;Yes;No;1;0,92748;0,92748;0,07252;0,07252;0,92748;[Simpatico@122];[0.9274785630800062];[0.9274785630800062];[0.0];[0.0];[0.9274785630800062];[Jobs_util8.xml]
0,000;2;;60rounds;Yes;No;1;0,38507;0,38507;0,61493;0,61493;0,38507;[Sobut@123];[0.38507342461240185];[0.38507342461240185];[0.0];[0.0];[0.38507342461240185];[Jobs_util8.xml]
;2;Session genius.core.session.Session@2f044f67 failed: Failed to execute protocol: Execution failed of Group2Agent@124:java.lang.NullPointerException: bid can not be null: bid can not be null:[agents.anac.y2014.TUDelftGroup2.Group2Agent];60rounds;No;;0;;;;;;[Group2Agent];[0.0];[0.0];;;;[Jobs_util8]
